CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
0000682144,F,70,London,E,01/01/1900,21685,South East,Platinum,0,5,0,5,28.28,25.33,21.73,14.14
0000691178,M,37,Ulster,,16/07/1987,10000,Midlands,Gold,1,9,11,2,41.57,40.92,29.85,4.18
0000693847,U,46,S & S East,B,25/05/1995,6000,South East,Gold,0,4,3,6,17.36,2.56,15.07,3.22
0000708569,U,68,C Scotland,E,16/02/1981,4000,Scottish,Silver,0,3,18,2,16.32,8.82,17.33,33.68
0000711616,U,,Midlands,B,10/11/1994,50000,Midlands,Platinum,0,10,4,8,3.01,5.27,16.59,9.28
0000714054,U,,Wales & West,D,05/11/1993,5000,Midlands,Silver,0,11,5,3,38.68,18.37,17.52,5.02
0000723185,F,49,London,E,08/09/1995,3000,South East,Silver,0,12,3,1,32.11,41.22,21.43,11.47
0000734446,F,63,Midlands,E,05/06/1991,3027,Midlands,Silver,0,4,7,6,19.52,35.68,25.47,13.66
0000741779,U,62,Midlands,B,05/05/1993,5000,Midlands,Silver,0,4,5,1,3.16,14.61,1.74,3.86
0000742880,F,,S & S East,E,09/08/1991,10000,South East,Gold,1,5,7,3,18.11,33.10,23.45,10.27
0000745421,,62,East,D,01/07/1990,0,Midlands,Silver,0,5,8,3,33.78,25.33,22.15,14.56
0000749044,U,74,N East,C,07/04/1997,6000,North,Gold,0,5,1,5,25.73,26.36,18.64,12.95
0000750840,F,52,S & S East,,10/03/1993,0,South East,Tin,0,5,5,5,28.60,22.07,29.01,13.03
0000755931,F,42,N West,B,07/11/1994,0,North,Tin,0,,4,,10.05,22.71,21.66,11.57
0000760641,,74,Midlands,D,31/12/1981,6000,Midlands,Gold,1,8,17,8,30.09,28.08,5.02,12.26
0000764876,F,43,S & S East,D,28/09/1993,0,South East,Tin,0,7,5,8,28.88,41.63,35.97,17.92
0000770264,F,64,London,C,30/09/1996,12000,South East,Gold,0,8,2,1,37.60,32.63,23.77,9.65
0000775258,F,31,N West,E,01/02/1990,1100,North,Silver,0,12,9,7,21.14,24.51,20.52,14.20
0000778176,F,41,N East,D,14/02/1994,1000,North,Silver,0,11,5,1,27.56,41.63,7.89,15.13
0000779199,F,45,Wales & West,F,01/03/1990,0,Midlands,Tin,0,9,8,4,31.00,34.22,22.57,10.71
0000794872,,67,London,C,28/05/1996,10000,South East,Gold,0,8,2,2,20.86,29.80,9.71,11.74
0000795267,F,,London,A,12/04/1985,1000,South East,Silver,1,17,13,8,43.57,34.44,6.97,12.73
0000796026,F,40,London,C,03/12/1993,0,South East,Tin,0,9,5,6,34.31,28.45,20.08,12.36
0000802069,F,70,S & S East,B,04/04/1996,12000,South East,Gold,0,7,2,6,33.35,34.87,30.07,15.41
0000804061,F,,S & S East,C,07/04/1997,480,South East,Silver,1,20,1,3,25.63,9.38,22.96,12.89
0000806994,,56,Midlands,F,14/01/1994,0,Midlands,Tin,0,6,5,6,13.52,31.34,10.39,11.05
0000807877,F,,London,B,05/11/1997,8053,South East,Gold,0,,1,,19.61,23.88,24.72,13.74
0000811831,,32,Yorkshire,F,10/02/1994,0,North,Tin,1,15,5,2,31.06,25.87,19.61,8.82
0000819301,M,51,Ulster,,20/02/1993,1000,Midlands,Silver,0,10,6,7,20.44,33.29,22.02,6.17
0000823066,,65,London,B,24/05/1991,50,South East,Silver,0,8,7,4,22.34,42.43,19.23,13.31
0000823961,F,52,Wales & West,F,19/08/1996,6000,Midlands,Gold,0,8,2,4,27.62,41.47,11.70,12.74
0000826758,F,,C Scotland,C,06/01/1997,6000,Scottish,Gold,1,8,2,8,37.22,30.66,19.68,12.84
0000827614,F,38,S & S East,E,01/02/1990,0,South East,Tin,1,6,9,7,23.99,34.84,14.52,13.01
0000830380,F,43,London,D,28/03/1988,50,South East,Silver,0,8,10,7,19.71,14.33,18.77,10.77
0000835404,M,37,N West,E,25/09/1993,0,North,Tin,0,7,5,7,23.27,57.75,41.79,1.55
0000836222,M,42,N Scot,C,06/12/1993,0,Scottish,Tin,0,7,5,7,20.58,65.70,37.70,7.43
0000841013,U,22,Midlands,A,30/06/1995,6000,Midlands,Gold,0,4,3,3,21.67,22.40,13.14,10.48
0000842486,U,31,East,E,01/04/1990,0,Midlands,Tin,0,8,8,5,27.26,24.02,35.61,20.97
0000848085,F,33,N West,B,01/02/1992,0,North,Silver,1,15,7,7,29.47,40.15,21.36,10.65
0000851396,M,,London,F,21/02/1992,600,South East,Silver,0,9,7,4,16.90,44.20,22.48,8.99
0000853291,,31,Midlands,F,24/11/1997,5000,Midlands,Silver,0,8,1,5,33.38,35.73,17.92,12.96
0000856916,M,54,C Scotland,D,14/01/1991,12000,Scottish,Gold,0,8,8,3,20.79,23.57,18.24,8.39
0000861820,F,54,S & S East,C,10/05/1996,1000,South East,Silver,0,5,2,7,22.14,41.21,14.64,11.94
0000870307,M,53,Yorkshire,B,02/11/1995,6000,North,Gold,0,9,3,8,15.89,47.32,0.77,9.73
0000871095,F,37,Yorkshire,F,01/10/1993,0,North,Tin,1,16,5,2,33.81,39.01,23.63,13.62
0000875694,,63,S West,D,22/04/1996,6000,South West,Gold,0,8,2,4,20.04,32.43,15.50,10.93
0000876623,M,33,N West,,07/02/1994,0,North,Tin,0,3,5,3,31.80,48.53,21.07,4.56
0000878812,F,65,London,B,01/06/1990,0,South East,Tin,0,7,8,3,22.32,32.03,22.85,11.60
0000889199,F,39,Midlands,E,10/05/1988,50,Midlands,Silver,1,14,10,2,15.60,35.99,0.09,15.69
0000897485,F,42,C Scotland,F,25/11/1996,6000,Scottish,Gold,1,9,2,8,30.39,25.87,23.92,10.51
0000899186,M,67,Yorkshire,E,07/01/1991,3000,North,Silver,0,6,8,3,18.20,39.10,4.50,8.00
0000903191,F,43,Midlands,F,26/11/1993,0,Midlands,Tin,1,11,5,2,41.03,23.32,23.96,15.33
0000908584,M,,N West,C,29/01/1993,6000,North,Gold,0,9,6,3,37.00,42.70,46.07,6.46
0000909459,F,50,S & S East,C,01/02/1990,0,South East,Silver,0,8,9,8,42.22,24.60,18.30,14.50
0000910007,,70,Midlands,B,22/04/1993,12000,Midlands,Gold,0,5,5,3,19.58,34.09,10.36,13.41
0000918237,F,58,Midlands,D,24/05/1990,0,Midlands,Tin,0,13,8,2,31.45,32.68,17.96,14.26
0000919551,F,50,,,29/09/1993,0,,Tin,1,13,5,8,32.30,23.80,9.24,11.59
0000922366,F,78,Ulster,,23/02/1994,1250,Midlands,Silver,0,7,5,2,18.70,27.33,29.83,9.03
0000929506,M,79,East,B,02/01/1991,6000,Midlands,Gold,0,5,8,5,37.97,20.23,25.19,7.23
0000935530,F,68,London,A,14/01/1991,800,South East,Silver,1,8,8,4,19.53,27.91,0.99,9.91
0000943517,F,48,London,A,01/11/1990,600,South East,Silver,0,9,8,2,25.23,36.27,28.13,13.36
0000946311,M,,London,C,17/08/1995,3000,South East,Silver,0,9,3,8,18.93,38.83,13.31,4.54
0000950033,M,35,S West,F,22/02/1994,1500,South West,Silver,0,12,5,4,17.58,44.23,12.49,5.05
0000951897,F,38,East,D,07/03/1994,0,Midlands,Tin,1,9,4,2,27.15,14.77,11.92,11.40
0000952729,M,42,N West,C,29/03/1993,6041,North,Gold,0,11,5,7,34.49,31.02,19.13,3.76
0000956155,M,50,N West,C,22/03/1994,420,North,Silver,0,14,4,6,26.33,40.39,34.33,6.90
0000956635,M,63,N West,C,21/09/1993,0,North,Tin,1,4,5,2,39.60,37.08,0.27,7.95
0000963194,F,75,London,C,10/07/1997,6000,South East,Gold,0,9,1,5,25.68,23.70,18.44,14.26
0000966932,F,50,London,D,01/04/1990,50,South East,Silver,0,8,8,4,28.29,43.60,20.76,11.57
0000985295,F,58,London,D,01/07/1990,0,South East,Tin,0,2,8,3,28.27,22.61,16.49,10.69
0000994332,F,66,Ulster,,03/03/1990,500,Midlands,Silver,0,8,8,5,17.10,36.92,20.45,14.82
0000997684,F,54,London,F,08/02/1988,50,South East,Silver,0,6,11,3,20.21,23.80,13.37,10.96
0001002422,F,54,N West,D,11/02/1994,0,North,Tin,0,7,5,2,26.76,13.38,13.58,8.74
0001003402,F,38,London,F,05/02/1993,0,South East,Tin,1,18,6,6,38.78,27.60,20.71,10.59
0001004301,M,,East,F,14/06/1996,6000,Midlands,Gold,0,6,2,6,32.23,45.60,20.96,4.25
0001008129,M,55,London,C,11/06/1993,1000,South East,Silver,0,8,5,7,30.28,13.59,6.20,10.57
0001009060,M,52,C Scotland,E,26/09/1994,0,Scottish,Tin,0,8,4,6,35.92,27.86,26.09,10.27
0001009931,F,59,Midlands,D,25/03/1996,1500,Midlands,Silver,0,11,2,6,35.15,24.51,6.16,9.79
0001011243,M,63,S West,F,30/05/1996,1000,South West,Silver,1,6,2,2,23.55,43.19,20.79,6.34
0001011669,M,47,N West,E,01/09/1992,0,North,Tin,0,15,6,7,17.21,40.86,18.68,3.39
0001012509,F,44,London,F,01/05/1990,0,South East,Tin,0,6,8,6,27.74,26.87,9.75,7.89
0001013394,F,39,London,A,01/12/1991,0,South East,Tin,0,7,7,1,23.97,27.42,18.72,10.11
0001018361,U,72,Midlands,A,29/05/1996,6000,Midlands,Gold,0,5,2,5,16.92,16.57,5.98,19.19
0001022334,M,38,Wales & West,F,28/01/1994,0,Midlands,Tin,0,8,5,6,22.27,29.77,8.66,5.03
0001024248,F,72,S & S East,D,01/06/1990,0,South East,Tin,0,13,8,7,21.58,28.77,1.92,12.40
0001029592,M,,London,D,12/05/1994,0,South East,Tin,1,11,4,6,15.95,34.41,24.60,9.97
0001030302,,76,Border,F,07/01/1991,3000,Scottish,Silver,0,6,8,8,30.97,29.94,15.60,10.87
0001036084,,50,N East,D,24/01/1991,3000,North,Silver,0,11,8,7,13.88,31.67,14.25,10.25
0001040227,F,66,Wales & West,C,14/01/1991,9000,Midlands,Gold,0,7,8,5,35.58,40.15,16.73,13.34
0001040944,,51,London,E,21/09/1993,0,South East,Tin,0,6,5,7,29.56,25.95,14.69,12.59
0001041231,,61,Midlands,C,,6108,Midlands,Gold,0,7,,2,33.00,28.91,10.15,10.94
0001043773,,63,Midlands,C,01/03/1990,0,Midlands,Tin,0,3,8,3,21.51,29.41,5.92,11.21
0001054015,F,78,London,F,10/11/1993,7500,South East,Gold,0,6,5,7,17.79,25.52,31.10,12.70
0001055682,M,55,East,B,22/03/1996,5672,Midlands,Gold,0,9,2,6,41.75,43.27,27.74,4.36
0001060228,M,49,Midlands,F,25/10/1995,10000,Midlands,Gold,0,7,3,6,10.28,36.87,22.37,7.66
0001061348,,70,London,B,04/07/1990,2885,South East,Silver,0,13,8,3,27.35,35.37,16.65,13.12
0001068601,F,45,Midlands,D,26/05/1994,0,Midlands,Tin,0,6,4,5,27.04,19.37,29.49,14.58
0001070037,F,73,C Scotland,F,29/07/1966,600,Scottish,Silver,0,5,32,1,25.51,23.35,3.77,9.58
0001070460,F,71,London,A,12/04/1994,23425,South East,Platinum,1,8,4,3,19.29,28.62,30.61,12.44
0001072773,F,52,London,D,28/01/1994,7018,South East,Gold,0,14,5,4,17.71,23.42,34.08,10.91
0001080016,F,52,East,D,,0,Midlands,Tin,0,11,,1,23.60,31.21,21.58,14.96
0001083767,F,64,,F,12/03/1997,3000,,Silver,0,9,1,1,23.01,22.81,16.02,13.39
0001084607,F,57,Midlands,C,19/03/1991,9053,Midlands,Gold,0,9,7,1,30.61,36.53,21.68,11.74
0001087452,F,,Midlands,E,08/11/1971,2000,Midlands,Silver,0,6,27,6,35.56,27.22,20.56,13.17
0001091085,M,63,N West,D,01/04/1994,6053,North,Gold,0,10,4,1,18.76,48.94,19.49,4.39
0001094955,F,32,Midlands,E,18/11/1994,0,Midlands,Tin,1,,4,,27.51,31.28,22.78,12.70
0001097474,M,39,N West,C,09/10/1990,0,North,Tin,1,20,8,7,41.38,32.91,32.28,4.72
0001098918,F,35,Midlands,C,07/10/1994,0,Midlands,Tin,1,7,4,7,30.55,34.14,26.59,14.11
0001101579,F,58,Wales & West,F,01/02/1990,1930,Midlands,Silver,0,8,9,7,29.31,30.31,16.30,11.59
0001103288,F,40,Midlands,C,15/11/1994,0,Midlands,Tin,1,10,4,7,15.58,25.31,19.50,10.66
0001104136,M,,S & S East,C,08/03/1993,980,South East,Silver,1,13,5,1,23.79,48.28,24.99,8.32
0001108646,F,61,London,A,03/02/1988,12150,South East,Gold,0,9,11,2,37.91,22.70,16.05,11.31
0001111434,F,70,N West,C,09/06/1987,500,North,Silver,0,13,11,5,39.21,34.10,25.30,9.87
0001115014,F,,Midlands,D,02/06/1987,9000,Midlands,Gold,0,12,11,7,18.12,22.34,5.79,12.82
0001117629,F,,Midlands,D,17/05/1990,0,Midlands,Tin,0,7,8,5,20.45,32.11,20.40,13.37
0001128353,F,70,N West,F,23/02/1994,3500,North,Silver,0,5,5,7,19.60,22.59,24.41,13.75
0001131451,F,60,Wales & West,A,09/11/1994,10000,Midlands,Gold,0,6,4,8,32.55,33.06,28.15,10.16
0001134051,F,77,S & S East,B,15/07/1987,4884,South East,Silver,0,14,11,5,8.32,22.86,23.86,13.00
0001135724,F,74,S & S East,E,23/06/1986,4500,South East,Silver,0,10,12,5,23.68,16.33,24.51,10.01
0001136585,F,67,Wales & West,D,21/02/1994,3000,Midlands,Silver,0,7,5,2,16.37,36.12,20.52,12.29
0001137492,M,51,Midlands,D,06/04/1987,17000,Midlands,Gold,1,7,11,7,31.10,32.68,31.43,7.50
0001138235,F,37,Midlands,C,01/06/1990,50,Midlands,Silver,1,18,8,8,25.52,16.33,25.07,9.70
0001143662,,35,N West,F,31/03/1993,5044,North,Gold,0,8,5,8,32.73,33.25,15.12,13.86
0001150820,F,58,N Scot,C,08/12/1976,6000,Scottish,Gold,0,5,22,4,34.70,27.38,25.81,12.67
0001151037,F,27,S & S East,D,15/11/1991,5,South East,Silver,0,6,7,3,40.38,35.30,15.47,13.81
0001154958,U,72,London,B,29/06/1986,32050,South East,Platinum,0,5,12,4,32.07,34.56,15.67,12.05
0001156179,F,70,London,D,28/11/1990,6000,South East,Gold,0,9,8,3,36.57,36.21,20.21,12.23
0001162020,F,,Wales & West,F,07/08/1996,0,Midlands,Tin,0,7,2,1,26.33,47.57,21.71,15.00
0001164910,M,51,N West,E,23/06/1988,0,North,Tin,0,7,10,8,25.94,40.28,31.32,9.87
0001176846,F,31,,F,20/03/1997,1064,,Silver,1,9,1,2,29.28,47.15,12.85,14.24
0001178520,F,58,Wales & West,F,01/07/1990,3000,Midlands,Silver,0,10,8,6,28.57,26.61,23.34,12.74
0001179462,F,73,Wales & West,E,20/01/1993,0,Midlands,Tin,0,10,6,2,15.03,20.88,4.29,14.58
0001184199,F,38,London,F,19/05/1994,4500,South East,Silver,0,7,4,5,15.57,37.18,15.43,13.74
0001186671,F,71,London,A,17/10/1995,2000,South East,Silver,1,7,3,5,17.98,37.46,26.53,11.17
0001190369,M,50,London,C,06/03/1992,3000,South East,Silver,1,22,6,6,31.60,36.99,28.42,7.17
0001191357,U,,Wales & West,,03/03/1994,2000,Midlands,Silver,0,9,4,6,11.42,16.80,25.45,2.28
0001192051,F,51,Midlands,C,26/11/1971,3500,Midlands,Silver,0,6,27,7,15.00,23.24,12.57,10.46
0001195654,F,33,Wales & West,D,01/07/1990,0,Midlands,Tin,0,10,8,6,23.20,23.17,12.18,13.88
0001196413,U,67,Midlands,A,19/12/1994,5000,Midlands,Silver,0,6,4,5,33.82,12.03,8.75,0.41
0001201212,M,78,S & S East,B,14/01/1991,3000,South East,Silver,0,,8,,41.43,39.91,11.63,6.89
0001214039,F,64,London,A,14/11/1994,20000,South East,Gold,1,8,4,8,33.67,24.39,16.40,14.44
0001214934,F,50,London,F,11/05/1994,5000,South East,Silver,0,9,4,2,13.08,23.15,36.82,13.30
0001219553,U,76,N West,E,14/04/1983,6000,North,Gold,0,8,15,7,24.37,23.85,12.75,8.66
0001220462,F,41,London,F,22/03/1995,6000,South East,Gold,0,5,3,1,18.71,21.74,18.97,12.88
0001225006,M,50,C Scotland,D,01/07/1991,0,Scottish,Tin,1,12,7,1,32.05,26.48,33.67,6.17
0001227807,F,54,S West,A,18/02/1969,12078,South West,Gold,0,13,30,4,16.46,14.30,21.15,6.64
0001237713,F,45,S & S East,B,11/01/1991,3000,South East,Silver,0,13,8,2,31.62,26.52,16.76,9.65
0001238604,F,72,London,B,25/11/1985,50,South East,Silver,0,,13,,21.57,31.36,17.09,12.48
0001245880,,41,N West,F,01/02/1990,0,North,Tin,0,7,9,8,29.60,25.67,14.16,15.54
0001246933,M,59,S & S East,B,05/09/1996,780,South East,Silver,0,10,2,6,37.72,35.77,13.49,9.25
0001250647,,68,Midlands,C,03/02/1994,4000,Midlands,Silver,1,9,5,4,27.17,24.43,7.89,11.15
0001260758,M,66,C Scotland,D,24/02/1990,2000,Scottish,Silver,0,9,9,5,36.87,23.13,13.21,7.23
0001263749,M,52,Yorkshire,B,03/09/1987,0,North,Tin,0,5,11,3,31.52,21.45,34.47,7.61
0001265857,M,73,Ulster,,27/01/1993,6000,Midlands,Gold,0,8,6,7,34.95,24.89,25.39,4.37
0001275305,U,45,N West,F,01/01/1990,300,North,Silver,0,6,9,5,26.38,8.76,13.40,19.93
0001276417,F,48,S & S East,D,20/01/1994,0,South East,Tin,1,9,5,5,27.09,33.86,10.45,15.43
0001277200,F,60,S & S East,B,17/01/1994,0,South East,Tin,0,6,5,7,25.28,32.27,22.22,9.97
0001285750,F,57,London,B,21/05/1990,0,South East,Tin,0,,8,,30.39,31.49,26.80,11.30
0001287850,F,56,East,C,20/03/1991,6105,Midlands,Gold,0,11,7,8,28.08,21.05,20.11,9.75
0001288741,F,31,Midlands,E,26/10/1994,0,Midlands,Tin,1,26,4,3,37.61,32.93,14.99,14.73
0001289772,F,,S West,D,29/03/1994,0,South West,Tin,1,,4,,30.18,20.35,23.47,11.29
0001303252,M,55,London,C,09/10/1987,0,South East,Tin,0,9,11,4,26.11,41.05,7.02,7.53
0001311360,M,61,Midlands,C,20/02/1993,3250,Midlands,Silver,0,8,6,1,27.28,43.58,39.94,9.05
0001312375,F,41,London,D,23/02/1994,10000,South East,Gold,0,,5,,18.04,25.17,3.55,13.37
0001314483,M,68,London,A,05/04/1994,4250,South East,Silver,0,9,4,3,15.50,39.86,15.36,4.50
0001317113,F,47,London,C,16/05/1990,0,South East,Tin,0,14,8,6,34.50,33.02,11.02,10.51
0001318845,F,70,Wales & West,C,16/06/1987,3000,Midlands,Silver,0,3,11,3,25.56,36.07,10.71,13.08
0001322516,M,40,London,B,15/08/1985,1000,South East,Silver,0,10,13,7,27.41,59.57,31.10,3.92
0001329022,M,57,Midlands,F,14/10/1994,0,Midlands,Tin,0,10,4,8,20.76,29.99,23.01,8.57
0001330489,F,54,C Scotland,B,01/02/1990,360,Scottish,Silver,0,11,9,2,20.68,47.48,33.35,11.18
0001334131,F,,Midlands,B,10/11/1993,3179,Midlands,Silver,0,2,5,2,23.01,31.39,13.32,12.77
0001338498,F,44,London,B,03/04/1993,6053,South East,Gold,0,9,5,1,29.02,28.74,26.76,13.18
0001339389,M,57,Yorkshire,D,01/05/1990,0,North,Silver,0,6,8,3,40.66,28.95,3.58,4.31
0001343181,,,Midlands,C,01/03/1990,50,Midlands,Silver,0,5,8,,25.63,38.05,9.21,10.72
0001347810,,60,N Scot,D,15/12/1984,8000,Scottish,Gold,0,9,14,6,18.74,33.64,14.84,13.53
0001348957,F,45,N Scot,F,20/04/1994,0,Scottish,Tin,1,13,4,2,14.69,29.77,22.25,13.64
0001349643,F,40,London,E,06/10/1992,0,South East,Tin,1,9,6,6,20.85,35.67,17.55,6.84
0001352482,F,22,N West,B,25/05/1995,1000,North,Silver,1,9,3,8,35.70,35.18,20.64,12.92
0001353292,M,73,London,A,01/09/1971,5000,South East,Silver,0,10,27,4,28.79,40.73,5.06,8.24
0001364707,U,44,S & S East,C,17/12/1993,0,South East,Tin,0,10,5,1,5.40,23.66,19.33,13.67
0001366874,M,65,London,B,06/12/1993,1527,South East,Silver,0,,5,,25.39,29.66,5.80,4.17
0001372475,M,50,Wales & West,B,25/04/1994,0,Midlands,Tin,0,5,4,5,30.61,26.06,38.38,5.10
0001379240,F,76,S & S East,F,26/04/1995,1000,South East,Silver,1,8,3,5,25.34,32.46,31.87,11.83
0001390333,M,61,London,A,12/05/1993,0,South East,Tin,0,,5,,23.22,37.07,20.26,12.72
0001402684,F,52,London,E,01/01/1990,0,South East,Tin,0,7,9,4,15.22,22.40,8.97,8.07
0001403478,F,48,Midlands,D,17/02/1997,6000,Midlands,Gold,0,9,2,5,21.48,15.53,35.62,11.92
0001404458,M,47,Midlands,D,22/03/1994,0,Midlands,Tin,0,9,4,5,30.69,45.72,4.96,8.68
0001407228,F,57,,B,11/03/1997,2000,,Silver,0,7,1,7,24.09,27.74,25.67,12.04
0001408038,F,61,N West,D,11/09/1995,3000,North,Silver,1,10,3,2,26.56,33.28,27.19,13.05
0001421123,M,55,S West,E,01/02/1991,4000,South West,Silver,0,8,8,4,30.75,52.99,21.52,7.10
0001422944,U,52,C Scotland,F,17/01/1994,0,Scottish,Tin,0,10,5,6,14.39,9.81,4.48,16.97
0001425951,F,68,Wales & West,F,01/02/1990,0,Midlands,Tin,0,,9,,36.68,20.71,15.05,15.33
0001438069,F,76,Yorkshire,C,11/01/1996,6000,North,Gold,1,5,3,8,41.65,22.94,26.67,13.28
0001439030,M,47,C Scotland,A,16/04/1987,1200,Scottish,Silver,0,11,11,2,35.16,12.69,19.87,5.72
0001455486,,66,Wales & West,E,13/05/1996,6000,Midlands,Gold,0,9,2,6,22.08,25.61,19.68,15.30
0001467158,F,60,Midlands,C,21/02/1995,9604,Midlands,Gold,0,12,4,5,21.36,25.14,16.93,9.31
0001468979,M,49,S & S East,C,09/01/1979,0,South East,Tin,0,8,20,2,26.92,45.94,38.01,9.11
0001469819,F,67,London,D,24/06/1993,10000,South East,Gold,1,9,5,4,22.91,37.74,16.09,9.56
0001470698,M,53,London,C,01/01/1990,1070,South East,Silver,0,4,9,2,18.71,31.09,20.72,8.67
0001472623,F,59,East,,24/11/1994,12000,Midlands,Gold,0,3,4,1,23.09,25.27,34.89,12.15
0001487604,M,69,London,C,15/03/1990,14400,South East,Gold,0,8,8,8,20.66,33.18,29.92,9.12
0001488600,F,27,London,F,14/07/1994,0,South East,Tin,1,7,4,1,24.84,23.03,19.15,13.65
0001492209,M,63,London,B,03/04/1991,3000,South East,Silver,0,10,7,8,19.51,28.22,25.39,6.80
0001496115,F,41,N East,D,07/01/1994,0,North,Tin,1,18,5,6,26.99,23.50,25.51,10.24
0001504347,U,36,East,F,06/02/1992,4036,Midlands,Silver,1,,7,,16.91,19.57,13.01,9.62
0001509918,F,64,London,D,01/01/1990,420,South East,Silver,0,4,9,5,23.22,35.67,19.82,8.94
0001514946,M,45,London,E,26/03/1996,6000,South East,Gold,0,8,2,6,17.78,29.98,20.16,7.47
0001515527,F,46,S & S East,D,28/04/1994,0,South East,Tin,0,10,4,2,25.80,37.63,16.87,14.58
0001521950,,50,N East,B,21/02/1994,0,North,Tin,0,2,5,6,27.16,27.94,16.61,14.55
0001522744,F,75,Midlands,E,01/02/1990,0,Midlands,Tin,0,6,9,8,37.81,27.36,18.19,12.13
0001523775,M,62,Yorkshire,B,17/12/1988,6000,North,Gold,0,11,10,4,14.54,48.14,39.16,7.76
0001524712,M,64,N West,B,08/01/1991,12000,North,Gold,0,13,8,1,35.82,41.19,27.77,6.97
0001529536,,39,London,C,10/04/1990,3850,South East,Silver,1,,8,,20.39,39.19,12.99,12.22
0001533258,F,25,Midlands,C,09/11/1995,3000,Midlands,Silver,1,11,3,6,20.55,28.54,26.94,10.86
0001535226,F,46,Wales & West,C,01/01/1990,24878,Midlands,Platinum,0,5,9,5,12.73,30.90,38.70,11.61
0001539132,U,39,N West,E,28/09/1993,0,North,Tin,1,10,5,4,41.59,0.31,4.74,11.68
0001540068,F,56,London,F,02/04/1997,6000,South East,Gold,0,6,1,2,22.48,19.10,18.34,12.39
0001543954,U,56,N East,E,02/05/1996,6000,North,Gold,0,6,2,1,39.54,11.50,7.05,7.35
0001544969,M,62,N Scot,C,23/11/1994,18800,Scottish,Gold,0,6,4,7,23.26,23.82,11.12,5.97
0001550918,M,77,S & S East,F,23/01/1983,9600,South East,Gold,0,5,16,3,20.13,30.57,33.91,5.07
0001562843,F,48,Midlands,C,15/02/1994,0,Midlands,Tin,0,6,5,2,11.23,35.45,7.09,16.17
0001587250,F,29,N West,C,19/08/1991,100,North,Silver,1,4,7,1,15.78,33.48,23.50,12.08
0001589334,M,63,Wales & West,C,11/02/1994,0,Midlands,Tin,0,9,5,1,19.17,33.12,11.35,4.80
0001593706,,46,Wales & West,D,10/09/1993,480,Midlands,Silver,0,5,5,1,33.03,35.43,14.17,10.56
0001598333,U,58,Midlands,D,25/11/1993,0,Midlands,Tin,1,9,5,3,28.00,6.10,18.72,0.38
0001611844,F,68,N West,C,31/10/1967,2000,North,Silver,0,12,31,2,27.25,35.02,24.99,12.64
0001613685,F,,S & S East,E,13/03/1992,6053,South East,Gold,1,10,6,5,19.31,40.10,25.27,15.43
0001617974,F,36,London,B,01/08/1990,3000,South East,Silver,1,7,8,7,31.96,35.16,22.68,12.86
0001620797,F,43,Wales & West,E,03/03/1992,3027,Midlands,Silver,1,17,6,4,18.42,28.33,14.14,10.21
0001622692,M,57,London,D,08/07/1994,0,South East,Tin,0,6,4,4,29.73,51.76,28.67,7.24
0001623494,,47,London,C,23/05/1990,0,South East,Tin,0,8,8,2,23.04,49.56,7.79,13.35
0001625675,F,45,S & S East,D,24/10/1988,0,South East,Tin,0,6,10,4,23.69,34.09,24.87,13.89
0001642332,,64,Midlands,B,31/03/1990,5000,Midlands,Silver,0,10,8,4,29.10,21.74,7.61,13.21
0001645110,F,37,Yorkshire,B,14/01/1994,0,North,Tin,1,12,5,8,19.35,36.81,13.47,12.00
0001652990,,57,Yorkshire,C,24/12/1987,4884,North,Silver,0,5,11,7,24.64,30.31,2.59,9.27
0001657844,,41,Yorkshire,D,12/01/1994,0,North,Tin,0,6,5,3,11.58,39.56,26.02,9.32
0001665502,M,44,Wales & West,C,20/02/1990,500,Midlands,Silver,0,10,9,4,15.78,52.54,18.74,10.40
0001670514,F,51,London,B,27/04/1988,7053,South East,Gold,0,9,10,6,36.90,32.18,16.68,11.52
0001673556,F,62,S West,F,28/05/1996,6000,South West,Gold,0,7,2,5,15.54,34.67,32.30,12.63
0001681265,F,54,Midlands,F,03/03/1989,971,Midlands,Silver,1,18,9,1,26.96,31.98,8.85,10.68
0001691082,M,57,London,D,20/08/1993,1500,South East,Silver,0,7,5,2,20.95,38.11,29.51,9.44
0001692658,M,63,East,B,24/08/1993,7500,Midlands,Gold,0,7,5,7,26.53,29.46,13.79,6.11
0001700464,M,,Yorkshire,C,01/05/1990,600,North,Silver,0,8,8,1,40.33,44.63,26.02,5.69
0001711644,M,51,N West,D,24/01/1994,0,North,Tin,0,3,5,1,36.74,24.25,25.24,6.83
0001719211,F,44,N West,E,09/08/1988,500,North,Silver,1,,10,,20.70,23.10,21.83,9.27
0001731165,M,74,Midlands,D,01/06/1990,10000,Midlands,Gold,0,11,8,5,37.99,30.84,21.93,8.36
0001739360,M,56,S West,F,28/04/1993,4000,South West,Silver,1,8,5,8,37.46,49.37,34.23,5.98
0001741195,F,33,Midlands,F,23/10/1992,0,Midlands,Tin,0,4,6,5,22.17,30.60,16.22,14.04
0001742434,F,50,Midlands,B,26/04/1993,4800,Midlands,Silver,0,8,5,8,18.16,30.68,15.02,13.76
